zone_id,elapsed_minutes,clock_minutes,wait_only,highest_demand,highest_income,greedy_net_earnings,finite_horizon_value_iteration,q_learning,dqn
99,45,525.0,WAIT,WAIT,110,WAIT,23,WAIT,WAIT
100,45,525.0,WAIT,186,138,199,186,199,186
101,45,525.0,WAIT,64,93,WAIT,WAIT,WAIT,WAIT
102,45,525.0,WAIT,186,132,93,96,93,96
103,45,525.0,WAIT,186,1,WAIT,195,WAIT,WAIT
104,45,525.0,WAIT,186,1,WAIT,WAIT,WAIT,WAIT
105,45,525.0,WAIT,186,WAIT,195,WAIT,195,WAIT
106,45,525.0,WAIT,186,105,195,195,195,105
107,45,525.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
108,45,525.0,WAIT,206,206,WAIT,WAIT,WAIT,WAIT
109,45,525.0,WAIT,WAIT,110,WAIT,118,WAIT,WAIT
110,45,525.0,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT
111,45,525.0,WAIT,186,195,WAIT,WAIT,WAIT,WAIT
112,45,525.0,WAIT,186,138,226,226,226,79
113,45,525.0,WAIT,186,138,WAIT,WAIT,186,WAIT
114,45,525.0,WAIT,186,138,WAIT,195,186,79
115,45,525.0,WAIT,156,110,WAIT,WAIT,WAIT,WAIT
116,45,525.0,WAIT,236,138,WAIT,199,WAIT,WAIT
117,45,525.0,WAIT,2,2,WAIT,WAIT,WAIT,WAIT
118,45,525.0,WAIT,84,110,WAIT,WAIT,WAIT,WAIT
119,45,525.0,WAIT,138,138,199,199,199,199
120,45,525.0,WAIT,236,138,199,199,199,WAIT
121,45,525.0,WAIT,132,132,93,93,253,93
122,45,525.0,WAIT,132,132,132,WAIT,253,WAIT
123,45,525.0,WAIT,154,257,WAIT,WAIT,WAIT,154
124,45,525.0,WAIT,132,132,132,132,216,132
125,45,525.0,WAIT,186,195,195,195,195,249
126,45,525.0,WAIT,138,93,199,199,199,138
127,45,525.0,WAIT,138,138,199,128,199,128
128,45,525.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
129,45,525.0,WAIT,186,138,138,138,138,138
130,45,525.0,WAIT,132,132,132,216,138,134
131,45,525.0,WAIT,132,132,93,93,93,98
132,45,525.0,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT
133,45,525.0,WAIT,79,195,WAIT,WAIT,WAIT,111
134,45,525.0,WAIT,132,132,WAIT,93,253,138
135,45,525.0,WAIT,132,132,93,93,57,138
136,45,525.0,WAIT,138,138,199,199,199,153
137,45,525.0,WAIT,186,93,70,WAIT,162,79
138,45,525.0,WAIT,186,WAIT,199,WAIT,WAIT,WAIT
139,45,525.0,WAIT,132,132,132,WAIT,WAIT,WAIT
140,45,525.0,WAIT,186,93,199,199,199,262
141,45,525.0,WAIT,236,93,WAIT,199,70,WAIT
142,45,525.0,WAIT,186,138,WAIT,WAIT,199,WAIT
143,45,525.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
144,45,525.0,WAIT,79,138,195,195,WAIT,79
145,45,525.0,WAIT,186,138,WAIT,WAIT,WAIT,262
146,45,525.0,WAIT,186,93,WAIT,WAIT,WAIT,262
147,45,525.0,WAIT,138,93,199,199,199,138
148,45,525.0,WAIT,79,138,WAIT,WAIT,WAIT,79
149,45,525.0,WAIT,154,154,154,154,154,154
150,45,525.0,WAIT,154,154,WAIT,154,WAIT,154
151,45,525.0,WAIT,186,138,WAIT,WAIT,199,WAIT
152,45,525.0,WAIT,236,138,199,199,199,151
153,45,525.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
154,45,525.0,WAIT,39,WAIT,WAIT,WAIT,WAIT,WAIT
155,45,525.0,WAIT,154,154,154,154,154,154
156,45,525.0,WAIT,44,110,187,WAIT,187,WAIT
157,45,525.0,WAIT,186,93,WAIT,WAIT,WAIT,262
158,45,525.0,WAIT,186,195,WAIT,WAIT,WAIT,249
159,45,525.0,WAIT,138,93,199,199,199,138
160,45,525.0,WAIT,186,93,WAIT,WAIT,WAIT,262
161,45,525.0,WAIT,186,93,199,199,70,WAIT
162,45,525.0,WAIT,186,93,199,199,199,262
163,45,525.0,WAIT,186,93,199,199,70,262
164,45,525.0,WAIT,186,138,199,WAIT,236,186
165,45,525.0,WAIT,111,111,WAIT,WAIT,WAIT,WAIT
166,45,525.0,WAIT,236,138,199,199,199,151
167,45,525.0,WAIT,138,93,199,199,199,138
168,45,525.0,WAIT,236,93,199,199,199,138
169,45,525.0,WAIT,138,138,199,199,199,59
170,45,525.0,WAIT,186,93,WAIT,WAIT,70,WAIT
171,45,525.0,WAIT,262,138,93,WAIT,93,253
172,45,525.0,WAIT,156,110,WAIT,WAIT,WAIT,176
173,45,525.0,WAIT,186,138,70,70,70,138
174,45,525.0,WAIT,138,138,199,240,199,240
175,45,525.0,WAIT,138,93,WAIT,WAIT,WAIT,64
176,45,525.0,WAIT,WAIT,110,WAIT,WAIT,WAIT,WAIT
177,45,525.0,WAIT,186,132,132,WAIT,262,79
178,45,525.0,WAIT,206,206,WAIT,WAIT,WAIT,WAIT
179,45,525.0,WAIT,186,93,138,138,138,262
180,45,525.0,WAIT,132,132,132,WAIT,93,96
181,45,525.0,WAIT,186,195,195,195,195,79
182,45,525.0,WAIT,138,93,199,199,199,138
183,45,525.0,WAIT,138,138,199,199,199,184
184,45,525.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
185,45,525.0,WAIT,138,138,199,199,199,184
186,45,525.0,WAIT,WAIT,138,WAIT,WAIT,262,WAIT
187,45,525.0,WAIT,44,110,WAIT,WAIT,WAIT,WAIT
188,45,525.0,WAIT,186,111,WAIT,WAIT,WAIT,79
189,45,525.0,WAIT,186,195,195,WAIT,195,79
190,45,525.0,WAIT,186,195,WAIT,WAIT,WAIT,79
191,45,525.0,WAIT,138,93,93,WAIT,WAIT,WAIT
192,45,525.0,WAIT,262,93,93,93,93,138
193,45,525.0,WAIT,186,93,138,262,138,262
194,45,525.0,WAIT,236,93,199,199,93,199
195,45,525.0,WAIT,186,105,WAIT,WAIT,WAIT,105
196,45,525.0,WAIT,186,138,93,93,93,262
197,45,525.0,WAIT,132,132,132,WAIT,WAIT,96
198,45,525.0,WAIT,186,132,132,WAIT,79,79
199,45,525.0,WAIT,186,138,WAIT,WAIT,236,WAIT
200,45,525.0,WAIT,184,128,WAIT,WAIT,WAIT,240
201,45,525.0,WAIT,27,117,WAIT,WAIT,117,27
202,45,525.0,WAIT,186,93,199,199,199,138
203,45,525.0,WAIT,132,132,132,WAIT,WAIT,WAIT
204,45,525.0,WAIT,WAIT,110,WAIT,WAIT,WAIT,WAIT
205,45,525.0,WAIT,132,132,132,WAIT,WAIT,WAIT
206,45,525.0,WAIT,231,110,WAIT,WAIT,WAIT,WAIT
207,45,525.0,WAIT,186,93,WAIT,WAIT,236,138
208,45,525.0,WAIT,138,93,199,199,199,138
209,45,525.0,WAIT,186,105,195,195,195,105
210,45,525.0,WAIT,154,154,154,154,154,154
211,45,525.0,WAIT,186,195,195,195,195,249
212,45,525.0,WAIT,138,93,199,199,199,138
213,45,525.0,WAIT,138,93,199,199,199,138
214,45,525.0,WAIT,156,110,WAIT,WAIT,WAIT,WAIT
215,45,525.0,WAIT,132,132,132,WAIT,76,WAIT
216,45,525.0,WAIT,132,132,132,132,132,132
217,45,525.0,WAIT,186,33,WAIT,79,WAIT,79
218,45,525.0,WAIT,132,132,132,WAIT,132,WAIT
219,45,525.0,WAIT,132,132,132,WAIT,WAIT,WAIT
220,45,525.0,WAIT,199,199,WAIT,WAIT,WAIT,128
221,45,525.0,WAIT,156,110,WAIT,WAIT,WAIT,115
222,45,525.0,WAIT,132,132,132,WAIT,WAIT,WAIT
223,45,525.0,WAIT,186,138,138,138,138,138
224,45,525.0,WAIT,79,93,WAIT,WAIT,WAIT,79
225,45,525.0,WAIT,186,34,WAIT,WAIT,WAIT,79
226,45,525.0,WAIT,186,93,WAIT,WAIT,WAIT,262
227,45,525.0,WAIT,186,187,111,111,111,111
228,45,525.0,WAIT,186,187,195,195,195,111
229,45,525.0,WAIT,186,93,WAIT,199,WAIT,WAIT
230,45,525.0,WAIT,186,138,WAIT,WAIT,70,WAIT
231,45,525.0,WAIT,186,195,195,195,195,249
232,45,525.0,WAIT,79,138,195,195,195,79
233,45,525.0,WAIT,186,93,199,WAIT,199,79
234,45,525.0,WAIT,186,138,195,79,162,79
235,45,525.0,WAIT,138,138,WAIT,199,WAIT,WAIT
236,45,525.0,WAIT,WAIT,93,WAIT,199,WAIT,262
237,45,525.0,WAIT,236,93,199,199,138,WAIT
238,45,525.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
239,45,525.0,WAIT,186,138,WAIT,WAIT,70,WAIT
240,45,525.0,WAIT,199,199,WAIT,WAIT,WAIT,WAIT
241,45,525.0,WAIT,138,138,199,WAIT,199,240
242,45,525.0,WAIT,138,93,199,199,199,184
243,45,525.0,WAIT,138,138,199,199,199,128
244,45,525.0,WAIT,236,138,199,199,199,120
245,45,525.0,WAIT,156,110,206,WAIT,206,WAIT
246,45,525.0,WAIT,186,138,195,50,WAIT,186
247,45,525.0,WAIT,138,138,199,199,199,199
248,45,525.0,WAIT,138,93,199,199,199,138
249,45,525.0,WAIT,186,138,WAIT,WAIT,79,WAIT
250,45,525.0,WAIT,138,93,199,199,199,138
251,45,525.0,WAIT,44,110,WAIT,WAIT,WAIT,WAIT
252,45,525.0,WAIT,236,138,93,93,93,138
253,45,525.0,WAIT,132,132,WAIT,93,WAIT,138
254,45,525.0,WAIT,199,199,WAIT,WAIT,WAIT,184
255,45,525.0,WAIT,186,207,79,79,79,79
256,45,525.0,WAIT,186,207,WAIT,79,WAIT,79
257,45,525.0,WAIT,186,195,WAIT,WAIT,WAIT,111
258,45,525.0,WAIT,132,132,132,WAIT,132,96
259,45,525.0,WAIT,184,183,WAIT,WAIT,WAIT,240
260,45,525.0,WAIT,186,93,207,207,207,138
261,45,525.0,WAIT,186,105,195,195,195,105
262,45,525.0,WAIT,WAIT,93,WAIT,199,236,WAIT
263,45,525.0,WAIT,236,93,WAIT,199,WAIT,WAIT
1,60,540.0,WAIT,115,WAIT,WAIT,WAIT,WAIT,WAIT
2,60,540.0,WAIT,132,132,WAIT,30,30,30
3,60,540.0,WAIT,138,138,199,WAIT,199,184
4,60,540.0,WAIT,186,93,WAIT,WAIT,WAIT,79
5,60,540.0,WAIT,206,110,WAIT,204,WAIT,99
6,60,540.0,WAIT,187,110,WAIT,WAIT,WAIT,WAIT
7,60,540.0,WAIT,186,93,138,WAIT,138,262
8,60,540.0,WAIT,186,93,WAIT,WAIT,WAIT,262
9,60,540.0,WAIT,138,93,93,93,WAIT,WAIT
10,60,540.0,WAIT,132,132,132,WAIT,WAIT,WAIT
11,60,540.0,WAIT,187,187,WAIT,6,WAIT,6
12,60,540.0,WAIT,186,195,195,195,195,105
13,60,540.0,WAIT,186,195,195,105,195,105
14,60,540.0,WAIT,79,195,221,221,221,221
15,60,540.0,WAIT,138,93,WAIT,WAIT,WAIT,WAIT
16,60,540.0,WAIT,138,93,93,WAIT,93,9
17,60,540.0,WAIT,186,33,WAIT,WAIT,WAIT,79
18,60,540.0,WAIT,138,138,199,WAIT,199,59
19,60,540.0,WAIT,253,93,WAIT,WAIT,WAIT,WAIT
20,60,540.0,WAIT,138,138,199,31,199,31
21,60,540.0,WAIT,206,245,WAIT,WAIT,WAIT,WAIT
22,60,540.0,WAIT,251,245,WAIT,WAIT,WAIT,11
23,60,540.0,WAIT,44,1,WAIT,WAIT,WAIT,WAIT
24,60,540.0,WAIT,236,138,199,WAIT,199,151
25,60,540.0,WAIT,186,195,195,105,195,79
26,60,540.0,WAIT,79,195,195,WAIT,195,111
27,60,540.0,WAIT,WAIT,201,WAIT,WAIT,201,WAIT
28,60,540.0,WAIT,132,132,93,93,WAIT,96
29,60,540.0,WAIT,39,154,WAIT,154,WAIT,154
30,60,540.0,WAIT,132,132,WAIT,WAIT,WAIT,WAIT
31,60,540.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
32,60,540.0,WAIT,138,138,199,WAIT,199,31
33,60,540.0,WAIT,186,195,195,105,195,79
34,60,540.0,WAIT,186,195,WAIT,WAIT,WAIT,79
35,60,540.0,WAIT,186,96,WAIT,WAIT,WAIT,WAIT
36,60,540.0,WAIT,186,207,207,WAIT,WAIT,79
37,60,540.0,WAIT,186,34,WAIT,WAIT,WAIT,79
38,60,540.0,WAIT,132,132,132,WAIT,WAIT,WAIT
39,60,540.0,WAIT,WAIT,154,WAIT,WAIT,WAIT,WAIT
40,60,540.0,WAIT,186,195,195,195,195,79
41,60,540.0,WAIT,236,93,199,WAIT,199,151
42,60,540.0,WAIT,236,138,199,199,199,151
43,60,540.0,WAIT,186,93,199,WAIT,199,239
44,60,540.0,WAIT,251,110,WAIT,WAIT,WAIT,WAIT
45,60,540.0,WAIT,186,195,195,66,195,79
46,60,540.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
47,60,540.0,WAIT,138,138,199,59,199,59
48,60,540.0,WAIT,186,138,WAIT,WAIT,262,WAIT
49,60,540.0,WAIT,186,195,195,WAIT,195,79
50,60,540.0,WAIT,186,138,199,143,WAIT,143
51,60,540.0,WAIT,138,138,WAIT,WAIT,WAIT,184
52,60,540.0,WAIT,186,195,195,WAIT,195,79
53,60,540.0,WAIT,236,138,93,93,93,138
54,60,540.0,WAIT,186,195,195,195,WAIT,105
55,60,540.0,WAIT,206,245,WAIT,WAIT,WAIT,6
56,60,540.0,WAIT,186,93,93,93,199,57
57,60,540.0,WAIT,186,132,93,70,WAIT,WAIT
58,60,540.0,WAIT,138,93,WAIT,WAIT,WAIT,184
59,60,540.0,WAIT,138,93,199,199,199,WAIT
60,60,540.0,WAIT,138,93,199,199,199,59
61,60,540.0,WAIT,186,106,WAIT,WAIT,237,79
62,60,540.0,WAIT,186,111,WAIT,WAIT,WAIT,79
63,60,540.0,WAIT,132,132,132,WAIT,132,96
64,60,540.0,WAIT,253,93,WAIT,WAIT,WAIT,WAIT
65,60,540.0,WAIT,186,195,105,WAIT,105,79
66,60,540.0,WAIT,186,195,195,79,195,79
67,60,540.0,WAIT,231,187,245,WAIT,245,WAIT
68,60,540.0,WAIT,186,138,195,186,79,186
69,60,540.0,WAIT,138,93,199,199,199,59
70,60,540.0,WAIT,186,93,WAIT,WAIT,237,WAIT
71,60,540.0,WAIT,79,257,WAIT,WAIT,WAIT,WAIT
72,60,540.0,WAIT,79,190,WAIT,WAIT,WAIT,WAIT
73,60,540.0,WAIT,262,93,93,WAIT,93,WAIT
74,60,540.0,WAIT,236,93,199,199,199,262
75,60,540.0,WAIT,236,93,199,199,199,262
76,60,540.0,WAIT,132,132,132,WAIT,WAIT,WAIT
77,60,540.0,WAIT,132,132,132,WAIT,76,79
78,60,540.0,WAIT,138,138,199,WAIT,199,59
79,60,540.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
80,60,540.0,WAIT,186,138,138,WAIT,138,79
81,60,540.0,WAIT,199,199,WAIT,WAIT,WAIT,184
82,60,540.0,WAIT,186,93,138,WAIT,79,262
83,60,540.0,WAIT,186,93,138,WAIT,138,262
84,60,540.0,WAIT,206,110,WAIT,204,WAIT,WAIT
85,60,540.0,WAIT,186,111,WAIT,WAIT,WAIT,79
86,60,540.0,WAIT,132,132,WAIT,WAIT,30,WAIT
87,60,540.0,WAIT,186,195,195,105,207,105
88,60,540.0,WAIT,186,195,195,195,195,33
89,60,540.0,WAIT,79,206,WAIT,WAIT,WAIT,WAIT
90,60,540.0,WAIT,186,138,WAIT,WAIT,WAIT,249
91,60,540.0,WAIT,61,154,WAIT,WAIT,WAIT,WAIT
92,60,540.0,WAIT,236,93,93,93,207,253
93,60,540.0,WAIT,132,132,WAIT,WAIT,199,138
94,60,540.0,WAIT,138,138,199,WAIT,199,59
95,60,540.0,WAIT,132,132,93,93,70,93
96,60,540.0,WAIT,186,132,WAIT,WAIT,WAIT,WAIT
97,60,540.0,WAIT,186,195,195,79,195,79
98,60,540.0,WAIT,138,93,93,93,93,WAIT
99,60,540.0,WAIT,206,110,WAIT,23,WAIT,WAIT
100,60,540.0,WAIT,186,138,199,186,164,186
101,60,540.0,WAIT,9,93,WAIT,WAIT,WAIT,WAIT
102,60,540.0,WAIT,186,132,93,96,93,96
103,60,540.0,WAIT,186,1,195,WAIT,195,WAIT
104,60,540.0,WAIT,186,1,195,WAIT,WAIT,WAIT
105,60,540.0,WAIT,186,195,195,195,195,WAIT
106,60,540.0,WAIT,186,195,195,195,195,79
107,60,540.0,WAIT,186,138,WAIT,WAIT,79,79
108,60,540.0,WAIT,206,245,WAIT,WAIT,WAIT,WAIT
109,60,540.0,WAIT,187,110,WAIT,118,WAIT,118
110,60,540.0,WAIT,187,WAIT,WAIT,176,WAIT,176
111,60,540.0,WAIT,186,195,WAIT,WAIT,WAIT,WAIT
112,60,540.0,WAIT,186,138,226,79,226,79
113,60,540.0,WAIT,186,138,WAIT,WAIT,WAIT,79
114,60,540.0,WAIT,186,138,195,79,195,79
115,60,540.0,WAIT,156,1,WAIT,WAIT,WAIT,118
116,60,540.0,WAIT,236,138,199,WAIT,199,WAIT
117,60,540.0,WAIT,2,2,WAIT,WAIT,WAIT,WAIT
118,60,540.0,WAIT,156,110,WAIT,WAIT,WAIT,WAIT
119,60,540.0,WAIT,138,138,199,WAIT,199,WAIT
120,60,540.0,WAIT,236,138,199,WAIT,199,WAIT
121,60,540.0,WAIT,132,132,93,93,93,98
122,60,540.0,WAIT,132,132,93,WAIT,WAIT,WAIT
123,60,540.0,WAIT,154,154,WAIT,WAIT,WAIT,154
124,60,540.0,WAIT,132,132,132,WAIT,180,WAIT
125,60,540.0,WAIT,186,195,195,249,WAIT,249
126,60,540.0,WAIT,138,93,199,199,199,199
127,60,540.0,WAIT,138,138,199,128,199,128
128,60,540.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
129,60,540.0,WAIT,186,93,138,138,70,138
130,60,540.0,WAIT,132,132,132,134,132,WAIT
131,60,540.0,WAIT,132,132,93,98,WAIT,98
132,60,540.0,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT
133,60,540.0,WAIT,79,195,WAIT,WAIT,WAIT,111
134,60,540.0,WAIT,132,132,93,WAIT,197,96
135,60,540.0,WAIT,132,132,93,93,93,253
136,60,540.0,WAIT,138,138,199,WAIT,199,153
137,60,540.0,WAIT,186,93,93,107,WAIT,107
138,60,540.0,WAIT,186,93,WAIT,WAIT,WAIT,WAIT
139,60,540.0,WAIT,132,132,132,WAIT,219,WAIT
140,60,540.0,WAIT,186,93,199,262,WAIT,262
141,60,540.0,WAIT,186,93,199,WAIT,79,WAIT
142,60,540.0,WAIT,186,138,WAIT,WAIT,186,WAIT
143,60,540.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
144,60,540.0,WAIT,186,138,195,79,195,79
145,60,540.0,WAIT,186,138,WAIT,WAIT,WAIT,262
146,60,540.0,WAIT,186,93,138,WAIT,138,262
147,60,540.0,WAIT,138,93,199,199,199,59
148,60,540.0,WAIT,186,138,WAIT,WAIT,WAIT,79
149,60,540.0,WAIT,154,154,154,154,154,154
150,60,540.0,WAIT,154,154,154,154,154,154
151,60,540.0,WAIT,186,138,WAIT,WAIT,236,WAIT
152,60,540.0,WAIT,236,138,199,166,199,151
153,60,540.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
154,60,540.0,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT
155,60,540.0,WAIT,39,154,154,154,WAIT,154
156,60,540.0,WAIT,44,110,WAIT,WAIT,WAIT,WAIT
157,60,540.0,WAIT,186,93,WAIT,WAIT,WAIT,262
158,60,540.0,WAIT,186,195,195,WAIT,186,249
159,60,540.0,WAIT,138,93,199,199,199,59
160,60,540.0,WAIT,186,93,93,WAIT,93,262
161,60,540.0,WAIT,186,93,199,202,237,202
162,60,540.0,WAIT,186,93,199,WAIT,79,262
163,60,540.0,WAIT,186,93,199,WAIT,236,WAIT
164,60,540.0,WAIT,186,138,199,186,79,186
165,60,540.0,WAIT,111,111,WAIT,WAIT,WAIT,178
166,60,540.0,WAIT,236,138,199,24,199,151
167,60,540.0,WAIT,138,93,199,199,199,59
168,60,540.0,WAIT,236,93,199,199,199,8
169,60,540.0,WAIT,138,138,199,WAIT,199,59
170,60,540.0,WAIT,186,93,199,WAIT,WAIT,79
171,60,540.0,WAIT,262,93,93,WAIT,93,WAIT
172,60,540.0,WAIT,187,110,WAIT,WAIT,WAIT,WAIT
173,60,540.0,WAIT,186,93,70,70,70,57
174,60,540.0,WAIT,138,138,199,240,199,240
175,60,540.0,WAIT,138,93,WAIT,WAIT,93,WAIT
176,60,540.0,WAIT,187,110,WAIT,118,WAIT,WAIT
177,60,540.0,WAIT,186,132,132,WAIT,96,79
178,60,540.0,WAIT,206,245,WAIT,WAIT,WAIT,WAIT
179,60,540.0,WAIT,186,93,138,WAIT,138,262
180,60,540.0,WAIT,132,132,132,WAIT,WAIT,96
181,60,540.0,WAIT,186,195,195,79,195,79
182,60,540.0,WAIT,138,93,199,WAIT,199,WAIT
183,60,540.0,WAIT,138,138,199,WAIT,199,184
184,60,540.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
185,60,540.0,WAIT,138,138,199,WAIT,199,184
186,60,540.0,WAIT,WAIT,138,WAIT,WAIT,WAIT,WAIT
187,60,540.0,WAIT,44,110,WAIT,WAIT,WAIT,WAIT
188,60,540.0,WAIT,186,111,WAIT,WAIT,186,79
189,60,540.0,WAIT,186,195,195,WAIT,195,79
190,60,540.0,WAIT,186,195,WAIT,WAIT,WAIT,79
191,60,540.0,WAIT,138,93,93,WAIT,WAIT,122
192,60,540.0,WAIT,262,138,93,93,93,253
193,60,540.0,WAIT,186,93,138,262,138,262
194,60,540.0,WAIT,236,93,199,199,199,138
195,60,540.0,WAIT,186,245,WAIT,WAIT,WAIT,105
196,60,540.0,WAIT,186,93,93,56,138,262
197,60,540.0,WAIT,132,132,132,WAIT,WAIT,96
198,60,540.0,WAIT,186,132,93,WAIT,WAIT,79
199,60,540.0,WAIT,186,93,WAIT,WAIT,262,WAIT
200,60,540.0,WAIT,31,128,WAIT,WAIT,WAIT,240
201,60,540.0,WAIT,27,86,WAIT,WAIT,WAIT,27
202,60,540.0,WAIT,186,93,199,262,79,262
203,60,540.0,WAIT,132,132,132,WAIT,WAIT,WAIT
204,60,540.0,WAIT,206,110,WAIT,WAIT,WAIT,WAIT
205,60,540.0,WAIT,132,132,132,WAIT,219,122
206,60,540.0,WAIT,231,110,WAIT,WAIT,WAIT,WAIT
207,60,540.0,WAIT,186,93,WAIT,WAIT,199,262
208,60,540.0,WAIT,138,93,199,WAIT,199,184
209,60,540.0,WAIT,186,195,195,105,195,105
210,60,540.0,WAIT,39,154,154,154,154,154
211,60,540.0,WAIT,186,195,195,249,195,249
212,60,540.0,WAIT,138,93,199,199,199,59
213,60,540.0,WAIT,138,93,199,199,199,199
214,60,540.0,WAIT,187,110,WAIT,WAIT,WAIT,WAIT
215,60,540.0,WAIT,132,132,132,216,130,WAIT
216,60,540.0,WAIT,132,132,132,WAIT,WAIT,96
217,60,540.0,WAIT,186,33,WAIT,WAIT,WAIT,79
218,60,540.0,WAIT,132,132,132,219,WAIT,WAIT
219,60,540.0,WAIT,132,132,132,WAIT,132,WAIT
220,60,540.0,WAIT,199,199,199,WAIT,199,240
221,60,540.0,WAIT,44,1,WAIT,WAIT,WAIT,WAIT
222,60,540.0,WAIT,132,132,132,WAIT,76,WAIT
223,60,540.0,WAIT,186,93,138,138,138,138
224,60,540.0,WAIT,186,93,93,WAIT,93,79
225,60,540.0,WAIT,186,34,WAIT,WAIT,237,79
226,60,540.0,WAIT,186,93,WAIT,WAIT,WAIT,262
227,60,540.0,WAIT,186,195,195,111,195,111
228,60,540.0,WAIT,186,187,195,111,195,111
229,60,540.0,WAIT,186,93,199,WAIT,195,WAIT
230,60,540.0,WAIT,186,138,WAIT,WAIT,262,WAIT
231,60,540.0,WAIT,186,195,195,WAIT,195,249
232,60,540.0,WAIT,186,138,195,79,195,79
233,60,540.0,WAIT,186,93,199,WAIT,WAIT,229
234,60,540.0,WAIT,186,138,195,79,79,79
235,60,540.0,WAIT,138,138,199,WAIT,199,WAIT
236,60,540.0,WAIT,WAIT,93,199,WAIT,70,263
237,60,540.0,WAIT,186,93,199,WAIT,WAIT,202
238,60,540.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
239,60,540.0,WAIT,186,138,WAIT,WAIT,262,WAIT
240,60,540.0,WAIT,199,199,WAIT,WAIT,WAIT,WAIT
241,60,540.0,WAIT,138,138,199,240,199,240
242,60,540.0,WAIT,138,93,199,184,199,184
243,60,540.0,WAIT,138,138,199,WAIT,199,120
244,60,540.0,WAIT,236,138,199,120,199,120
245,60,540.0,WAIT,44,1,WAIT,WAIT,WAIT,WAIT
246,60,540.0,WAIT,186,138,195,50,236,186
247,60,540.0,WAIT,138,138,199,199,199,59
248,60,540.0,WAIT,138,93,199,199,199,59
249,60,540.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
250,60,540.0,WAIT,138,93,199,199,199,WAIT
251,60,540.0,WAIT,44,1,WAIT,WAIT,WAIT,WAIT
252,60,540.0,WAIT,236,93,93,WAIT,93,253
253,60,540.0,WAIT,132,132,WAIT,93,WAIT,WAIT
254,60,540.0,WAIT,199,199,WAIT,WAIT,WAIT,184
255,60,540.0,WAIT,186,207,79,79,79,79
256,60,540.0,WAIT,186,207,WAIT,79,WAIT,79
257,60,540.0,WAIT,186,195,195,WAIT,195,111
258,60,540.0,WAIT,132,132,132,96,197,96
259,60,540.0,WAIT,184,128,WAIT,WAIT,WAIT,240
260,60,540.0,WAIT,186,93,207,207,207,262
261,60,540.0,WAIT,186,195,195,105,195,105
262,60,540.0,WAIT,236,93,WAIT,WAIT,199,WAIT
263,60,540.0,WAIT,236,93,199,WAIT,WAIT,WAIT
1,75,555.0,WAIT,187,WAIT,WAIT,WAIT,WAIT,WAIT
2,75,555.0,WAIT,132,132,WAIT,30,WAIT,30
3,75,555.0,WAIT,138,138,199,184,199,184
4,75,555.0,WAIT,186,93,WAIT,WAIT,WAIT,79
5,75,555.0,WAIT,251,110,WAIT,WAIT,WAIT,WAIT
6,75,555.0,WAIT,110,110,WAIT,WAIT,WAIT,WAIT
7,75,555.0,WAIT,186,93,138,WAIT,262,262
8,75,555.0,WAIT,186,93,WAIT,WAIT,WAIT,262
9,75,555.0,WAIT,138,93,93,WAIT,WAIT,WAIT
10,75,555.0,WAIT,132,132,132,216,WAIT,WAIT
11,75,555.0,WAIT,251,251,WAIT,WAIT,WAIT,WAIT
12,75,555.0,WAIT,186,195,195,54,195,WAIT
13,75,555.0,WAIT,186,195,195,WAIT,195,12
14,75,555.0,WAIT,251,195,245,221,245,6
15,75,555.0,WAIT,138,93,93,WAIT,WAIT,WAIT
16,75,555.0,WAIT,138,93,93,WAIT,WAIT,WAIT
17,75,555.0,WAIT,186,33,WAIT,WAIT,WAIT,79
18,75,555.0,WAIT,138,138,199,WAIT,199,WAIT
19,75,555.0,WAIT,253,93,WAIT,175,WAIT,WAIT
20,75,555.0,WAIT,138,138,199,WAIT,199,31
21,75,555.0,WAIT,172,206,WAIT,WAIT,WAIT,WAIT
22,75,555.0,WAIT,251,251,WAIT,WAIT,WAIT,WAIT
23,75,555.0,WAIT,44,1,WAIT,WAIT,WAIT,WAIT
24,75,555.0,WAIT,138,138,199,WAIT,WAIT,151
25,75,555.0,WAIT,186,195,195,79,195,79
26,75,555.0,WAIT,79,195,111,WAIT,WAIT,111
27,75,555.0,WAIT,WAIT,117,WAIT,WAIT,WAIT,WAIT
